user_id,numconnections,f_prob,m_prob,white_prob,black_prob,api_prob,hispanic_prob,native_prob,multiple_prob,highest_degree,currentindustry,total_experience_years,company_cleaned,region,country,state,city,mapped_role,seniority,total_compensation,ultimate_parent_company_name,campus_cleaned,field_raw,degree
2989955,240,0.997475982,0.002524018,0.995000005,0.001,0,0.001,0,0.003,Bachelor,Entertainment,7.83,paramount,Northern America,United States,New York,empty,press,1,55116.10547,Paramount Skydance Corp.,new york university,Film and Television,Bachelor
3158457,500,0,1,0.004,0.001,0.984000027,0.001,0,0.01,Bachelor,Marketing & Advertising,6.75,inspiren,Northern America,United States,New York,New York City,online,5,206250.9063,"All Inspire Health, Inc.",pitzer college,"Triple Major: Psychology, Organizational Studies, and English & World Literature: Creative Writing",Bachelor
3164873,500,0.004510918,0.995489061,0.959999979,0.027000001,0.001,0.002,0.001,0.009,Master,Design,6.42,rottet studio,Northern America,United States,New York,New York City,design,5,439625.9375,Rottet Studio LLC,pratt institute,Interior Architecture,Master
3417282,185,0.996914566,0.003085434,0.980000019,0.001,0.002,0.014,0,0.003,Bachelor,Research,3.33,r i analytical laboratories inc,Northern America,United States,New York,New York City,medical technologist,3,122496.7188,"RI Analytical Laboratories, Inc.",university of rhode island,Cell/Cellular and Molecular Biology,Bachelor
3485656,500,0.55174464,0.44825536,0.052999999,0.011,0.017000001,0.911000013,0.004,0.004,empty,Entertainment,11.66,live nation entertainment,Northern America,United States,New York,New York City,student,3,67631.71875,"Live Nation Entertainment, Inc.",the college of new jersey,Interpersonal and Social Skills,empty
3554878,396,0.001841146,0.998158872,0.920000017,0.024,0.018999999,0.015,0.001,0.021,Doctor,Hospital & Health Care,17.25,albert einstein college of medicine,Northern America,United States,New York,New York City,physician,3,133500.5781,Yeshiva University,nyu grossman school of medicine,Medicine,Doctor
3711136,346,0.429685593,0.570314407,0.998000026,0,0.002,0,0,0,High School,Education Management,6.67,sony pictures entertainment,Northern America,United States,California,empty,data analyst,1,93321.15625,Sony Group Corp.,williams college,Mathematics and Studio Art,empty
3748229,500,0.003805762,0.996194243,0.912000001,0.02,0.004,0.044,0.004,0.016000001,Bachelor,Musicians,21.25,wpp media,Northern America,United States,New York,New York City,digital media,5,396890.5313,WPP Plc,state university of new york maritime college,Electrical and Electronics Engineering,Bachelor
3823736,276,0.004201176,0.995798826,0.241999999,0.273000002,0.331999987,0.123000003,0.005,0.025,Doctor,Hospital & Health Care,14.91,harlem hospital center at columbia university,empty,empty,empty,empty,physician,5,80148.35156,,new york university,Psychoanalysis and Psychotherapy,empty
3941136,500,0.999788284,0.0002117156982,0.044,0.860000014,0.017000001,0.01,0.009,0.059999999,empty,Advertising Services,14.41,wpp,Northern America,United States,New York,empty,strategic marketing,6,362538.375,WPP Plc,trinity college dublin,Business,empty
4072235,500,0.996991158,0.003008842,0.948000014,0.026000001,0.001,0.023,0.001,0.001,Bachelor,Book and Periodical Publishing,24.17,penguin random house,Northern America,United States,New York,New York City,writer,5,138512.875,Verlag Bertelsmann Stiftung,wingate college,ENGLISH LANGUAGE AND LITERATURE/LETTERS,Bachelor
4115408,242,1,0,0.050000001,0.912000001,0.001,0.037,0,0,Bachelor,Entertainment Providers,9.92,cakeworks,Northern America,United States,New York,New York City,marketing officer,5,148162.2188,CakeWorks LLC,providence college,Marketing Major / Writing Minor,Bachelor
4292628,500,0,1,0.089000002,0.791000009,0.016000001,0.075000003,0.005,0.024,Doctor,Medical Practice,19.25,new york university college of dentistry,Northern America,United States,New York,New York City,medical,2,62962.97656,New York University,new york university college of dentistry,Dentistry,Doctor
4652698,500,0.536082983,0.463917017,0.86500001,0.037999999,0.016000001,0.017999999,0.003,0.059999999,Master,Writing and Editing,11.67,jackie kingon,Northern America,United States,New York,New York City,writer,1,98958.03125,,school of visual art,fine art,Bachelor
5019912,187,0.996688545,0.003311455,0.014,0.967000008,0,0.002,0.001,0.016000001,Master,Hospital & Health Care,12.42,loyal source government services,Northern America,United States,New York,New York City,clinical,4,162459.5469,Loyal Source Government Services LLC,lehman college,Family Nurse Practitioner,Master
5111931,500,0.742515802,0.257484198,0.981000006,0.008,0.001,0.01,0,0,Bachelor,Design Services,9.58,parsons school of design the new school,Northern America,United States,New York,New York City,artist,4,154265.2969,Parsons The New School for Design,nanyang technological university,Graphic Design,empty
5169071,500,0.004548723,0.995451272,0.949999988,0.039999999,0.001,0.001,0.002,0.006,Doctor,Law Practice,3,kaufmann gildin robbins llp,Northern America,United States,New York,New York City,attorney,6,645080.5,Kaufmann Gildin & Robbins LLP,villanova university charles widger school of law,,Doctor
5250400,500,1,0,0.689999998,0.001,0.231000006,0.055,0.001,0.022,empty,Architecture and Planning,5,rossana capurso atelier,Northern America,United States,New York,New York City,design consultant,3,162129.8594,,sapienza università di roma,,empty
5276045,500,1,0,0.758000016,0.007,0.005,0.202000007,0.014,0.014,Bachelor,Photography,14.24,redux pictures,Northern America,United States,New York,empty,photographer,2,75912,Redux Pictures,hunter college,English as second language and literature,Associate
5337178,500,0.555456579,0.444543451,0.354000002,0.582000017,0.006,0.015,0.011,0.032000002,Master,Entertainment,12.23,nbcuniversal,Northern America,United States,New York,empty,social media,2,76681.85156,Comcast Corp.,william paterson university of new jersey,Master of Arts in Strategic Communication,Master
5581352,500,0.003853275,0.996146739,0.927999973,0.003,0.003,0.005,0.001,0.059999999,Bachelor,Events Services,16.41,navan,Northern America,United States,New York,New York City,account sales,5,179033.2188,"Navan, Inc.",university of wisconsin madison,Political Science,Bachelor
5609527,431,0.007014014,0.992985964,0.203999996,0.757000029,0.003,0.003,0.002,0.030999999,empty,,,jewelry com,Northern America,United States,New York,New York City,business sales,1,113002.8906,"Miadora, Inc.",,,
5637603,194,0.997118235,0.002881765,0.60799998,0.170000002,0.005,0.039000001,0.02,0.158000007,empty,,25,apple computer,Northern America,United States,New York,New York City,unemployed,2,90615.20313,"Apple, Inc.",rider university,,empty
5646846,337,0.995046973,0.004953027,0.137999997,0.119999997,0.377000004,0.36500001,0,0,Master,Architecture & Planning,8,gluck formerly peter gluck and partners architects and locus construction,Northern America,United States,New York,New York City,architect,6,403180.3125,"Japan Post Holdings Co., Ltd.",yale university,,Master
5935042,317,0.004373698,0.99562633,0.936999977,0.028999999,0.005,0.003,0.006,0.02,Doctor,Research,45,memorial sloan kettering cancer center,Northern America,United States,New York,New York City,professor,5,247406.0156,Memorial Sloan Kettering Cancer Center,the johns hopkins university school of medicine,Doctor of Medicine (M.D.),Doctor
6479455,170,0.997764528,0.002235472,0.790000022,0.108999997,0.018999999,0.077,0.001,0.004,Doctor,Law Practice,28,the law office of deborah a ezbitski,Northern America,United States,New York,Harrison,law,6,205671.9531,,elisabeth haub school of law at pace university,New Directions: Practical Skills for Returning to Law Practice,empty
6533538,500,0.004510918,0.995489061,0.92900002,0.055,0.001,0.002,0.004,0.009,Bachelor,Public Relations & Communications,12.41,arena,Northern America,United States,New York,New York City,public affairs,5,249683.3906,Arena (93969616),american university,Campaign Management Institute,empty
6615847,494,0.004078123,0.99592185,0.963,0.016000001,0.001,0.018999999,0,0.001,Bachelor,Higher Education,10.25,new york film academy,Northern America,United States,New York,New York City,journalist,2,94219.61719,New York Film Academy,ramapo college of new jersey,Business Administration - Marketing,Bachelor
6718863,500,0.814580858,0.185419142,0.952000022,0.045000002,0.001,0.002,0,0,Bachelor,Computer Software,17,fresco,Northern Europe,Ireland,Leinster,Dublin,editor,5,230531.5313,Adaptics Ltd.,the culinary institute of america,Culinary Arts,empty
6796387,500,0.006740507,0.99325949,0.915000022,0.018999999,0.003,0.059,0.001,0.003,Bachelor,Construction,11.16,suffolk construction,Northern America,United States,New York,New York City,project engineer,5,299812.0625,"Suffolk Construction Co., Inc.",new jersey institute of technology,Architecture,Bachelor
6916310,254,1,0,1,0,0,0,0,0,Bachelor,Design Services,13.42,apple,Northern America,United States,New York,New York City,brand ambassador,2,176391.25,"Apple, Inc.",pratt institute,"Design and Visual Communications, General",Bachelor
6934523,283,0.99643898,0.00356102,0.046999998,0.002,0,0.949999988,0,0.001,Associate,Retail Apparel and Fashion,5.5,delta air lines,Northern America,United States,New York,New York City,stylist,1,56687.03125,"Delta Air Lines, Inc.",fashion institute of technology,Fashion/Apparel Design,Associate
7072539,500,0.003320505,0.996679485,0.994000018,0.001,0.001,0.001,0,0.003,Bachelor,Financial Services,29,credit suisse,Northern America,United States,New York,New York City,investment,5,336772.2188,UBS Group AG,nyu stern school of business,Accounting and Finance,empty
7159583,500,0,1,0.904999971,0,0.094999999,0,0,0,Doctor,Consumer Electronics,21,brookhaven national laboratory,Northern America,United States,New York,New York City,laboratory technician,1,74552.92969,Government of the United States of America,university of cambridge,Electrical Engineering - Semiconductor Devices and Nanofabrication,Doctor
7268543,500,1,0,0.564999998,0.093000002,0.186000004,0.098999999,0.004,0.052999999,Bachelor,,,,,,,,,,,,new york university,Drama and Dramatics/Theatre ArtsGeneral,Bachelor
7305646,500,0.01556376,0.984436214,0.893999994,0.055,0.014,0,0,0.037,Doctor,Legal Services,31.5,practising law institute pli,Northern America,United States,New York,New York City,attorney,5,118623.1406,Practising Law Institute,touro university jacob d fuchsberg law center,Law,Doctor
7391052,500,0.742515802,0.257484198,0.889999986,0.07,0.033,0.007,0,0,Master,Primary/Secondary Education,18.15,nyc health hospitals,Northern America,United States,New York,New York City,ambassador,5,86394.10938,City of New York (New York),emory university,Global Health - Sexual and Reproductive Health,Master
7931266,500,0.004503113,0.995496869,0.760999978,0.024,0.044,0.165999994,0.005,0,Bachelor,Financial Services,7.83,acre,Northern America,United States,New York,New York City,investment,6,513800.3125,Acre /GA/,tulane university a b freeman school of business,Finance,Bachelor
7982591,500,0.003366997,0.996632993,0.986999989,0,0.004,0.002,0,0.007,MBA,Advertising Services,73.25,newyork presbyterian hospital,Northern America,United States,New York,New York City,directors,6,481552.5,"The NewYork-Presbyterian Healthcare System, Inc.",stanford university graduate school of business,,MBA
8050051,333,0.997887313,0.002112687,0.287000001,0.47299999,0.140000001,0.046,0.005,0.048999999,Bachelor,Information Technology & Services,5.75,ibm,Northern America,United States,New York,New York City,business architect,6,224506.5156,International Business Machines Corp.,penn state university,Information Technology,Bachelor
8619754,394,1,0,0.254999995,0.446999997,0.037,0.261000007,0,0,Bachelor,Writing & Editing,37.51,mighty scribes,empty,empty,empty,empty,content,1,33755.28906,Mighty Scribes,gettysburg college,"English Language and Literature, General",Bachelor
8902758,500,0.005122036,0.994877935,0.984000027,0.011,0.003,0.001,0.001,0,Master,Advertising Services,28.16,evolved media,Northern America,United States,New York,New York City,writer,6,285884.25,Evolved Media LLC,columbia university graduate school of journalism,Journalism,Master
8905099,342,0.045362007,0.954638004,0.92900002,0.001,0.002,0.055,0,0.013,Master,Financial Services,2.41,tvt capital llc,Northern America,United States,New York,New York City,loan,3,56469.95703,"Tvt Capital, LLC",sacred heart university,Business Analytics,Master
9162014,500,0.998604655,0.001395345,0.957000017,0.018999999,0.002,0.018999999,0.001,0.002,Bachelor,Higher Education,14.4,yale chemistry department,Northern America,United States,Connecticut,New Haven,teaching,1,66369.97656,Yale Chemistry Department,yale university,History of Science and Medicine,Bachelor
9168084,500,0,1,0.002,0.001,0.995999992,0,0.001,0,Master,IT Services and IT Consulting,43.74,dumroo ai ai ecosystem for education,Northern America,United States,New Jersey,empty,investment,7,1077811.875,Dumroo.ai | AI Ecosystem for Education,rochester institute of technology,Computer Science,Master
9694201,500,0.758605301,0.241394699,0.128000006,0.005,0.829999983,0.001,0.004,0.032000002,Master,Accounting,12.83,bessemer trust,Northern America,United States,empty,empty,tax accountant,6,485753.1563,"The Bessemer Group, Inc.",baruch college,Taxation,Master
9766297,500,0.828349233,0.171650767,0.284999996,0.005,0.023,0.654999971,0.006,0.026000001,Bachelor,Hospital & Health Care,3.84,bayada home health care,Northern America,United States,New Jersey,Shrewsbury,clinical,2,82069.00781,"BAYADA Home Health Care, Inc.",seton hall university,Minor in Catholic Studies,Bachelor
9789246,471,0,1,0.790000022,0.108999997,0.018999999,0.077,0.001,0.004,Doctor,Research Services,3.66,columbia university in the city of new york,Northern America,United States,New York,New York City,research,3,96470.03125,The Trustees of Columbia University in The City of New York,harvard university,"Psychology: Cognition, Brain, and Behavior",Doctor
10038924,213,0.987157762,0.012842238,0.142000005,0.004,0.748000026,0.002,0,0.104000002,Doctor,Medical Practice,7.43,the dimock center,Northern America,United States,New York,New York City,resident,2,113930.4609,The Dimock Center,state university of new york college of optometry,,Doctor
10053200,500,0.003366997,0.996632993,0.984000027,0.004,0.002,0.003,0.001,0.006,Master,Higher Education,8.4,council on foreign relations,Northern America,United States,New York,New York City,teaching,1,69146.09375,"Council on Foreign Relations, Inc.",the london school of economics and political science lse,International History,Master
10064071,500,1,0,0.463,0.344999999,0.108000003,0.023,0.032000002,0.028999999,Bachelor,Higher Education,3.42,stuorg smith college investment club,Northern America,United States,Massachusetts,Northampton,directors,2,121240.5156,,smith college,Liberal Arts and Sciences/Liberal Studies,Bachelor
10159953,500,0.997888625,0.002111375,0.994000018,0.001,0,0.002,0.003,0,Master,Hospitals and Health Care,12.75,rwjbarnabas health medical group,Northern America,United States,New Jersey,Somerset,project coordinator,2,137654.1875,RWJBarnabas Health Medical Group,seton hall university,Health/Health Care Administration/Management,Master
10174272,500,0.004239751,0.995760262,0.735000014,0.163000003,0.028999999,0.023,0.002,0.048,Doctor,Strategic Management Services,28.74,world monuments fund,Northern America,United States,New York,New York City,lecturer,5,114294.2813,"World Monuments Fund, Inc.",university of california los angeles,Urban Planning,Doctor
10345282,205,0.004810074,0.995189905,0.063000001,0.001,0,0.93599999,0,0,Bachelor,Insurance,17.75,nippon life benefits,Northern America,United States,New York,New York City,actuary,3,239365.3594,Nippon Life Insurance Co.,cornell university,Mathematics,Bachelor
10358967,500,0.005122036,0.994877935,0.99000001,0.001,0.004,0.003,0.002,0,Master,Computer Software,15.08,the new york times,Northern America,United States,New York,New York City,data analytics,5,225187.7656,The New York Times Co.,university of derby,Audio Engineering,Master
11363769,500,0.997294188,0.002705812,0.995999992,0.001,0.001,0,0,0.002,Associate,E-learning,22,be fluent now,Northern America,United States,empty,empty,teacher,2,101889.6484,,efficient language coaching global sl,Language Coaching,empty
11627812,198,0.004866849,0.995133162,0.964999974,0.008,0.002,0.006,0.002,0.017000001,empty,,,,,,,,,,,,,,
11681874,500,0.997118235,0.002881765,0.853999972,0.018999999,0.098999999,0.007,0,0.021,Bachelor,,5.33,philip morris international,Northern America,United States,empty,empty,human resources officer,4,138468.3438,"Philip Morris International, Inc.",new york university,,Bachelor
11712615,414,0.003089986,0.996910036,0.961000025,0.003,0.022,0.007,0,0.007,MBA,Investment Banking,13.33,goldman sachs,Northern America,United States,New York,New York City,investment analyst,5,914154.5,"The Goldman Sachs Group, Inc.",new york university leonard n stern school of business,"Finance, General",MBA
11769755,300,0,1,0.023,0.245000005,0.419,0.104999997,0.028000001,0.180000007,Doctor,International Affairs,51.16,investigazioni criminali italia,Southern Europe,Italy,Lombardy,Milan,consulting,4,101985.0781,,the hebrew university of jerusalem,Philosophy,Master
11774989,500,0.027224325,0.972775698,0.990999997,0.001,0,0.005,0.001,0.002,Bachelor,Computer Software,3.25,the dinner table,Northern America,United States,New York,New York City,artist,6,361016.8438,The Dinner Table Club,george mason university,Information Systems and Operations Management,Bachelor
11907578,500,0.689560413,0.310439587,0,0,1,0,0,0,MBA,Venture Capital & Private Equity,6.09,ibeehub incubator,empty,empty,empty,empty,financial services,1,42130.32813,"iBeeHub, Inc.",goldey beacom college,Master's degree,Master
12048674,500,0.001873845,0.998126149,0.187999994,0.004,0.115999997,0.683000028,0.001,0.008,Bachelor,Information Technology & Services,3.58,ibm,Northern America,United States,New York,New York City,marketing representative,5,135627.5313,International Business Machines Corp.,the university of texas at san antonio,Marketing,Bachelor
12274779,481,0,1,0.01,0.02,0.100000002,0.861999989,0.001,0.007,empty,,10,georgetown chimes alumni association inc,Northern America,United States,New York,New York City,directors,5,472513.9063,,general assembly,Programming Fundamentals,empty
12418606,500,0.027224325,0.972775698,0.98299998,0,0,0.006,0.001,0.01,Bachelor,Marketing & Advertising,6.33,playfly sports,Northern America,United States,New York,Manhattan,marketing representative,1,73599.39063,"Play Versus, Inc.",university of connecticut,Bachelor's degree,Bachelor
12620956,437,1,0,0.791999996,0.068999998,0.072999999,0.012,0.003,0.050999999,Bachelor,Motion Pictures & Film,10.65,freelance,Northern America,United States,New York,New York City,model,3,75432.74219,Independent,montclair state university,Theatre/TheaterMinors: Film and Studio Art & Design,Bachelor
13470911,207,0.979713619,0.020286381,0.712000012,0.108999997,0.061999999,0.059999999,0,0.057,Master,Cosmetics,4.26,good face project,Northern America,United States,California,San Diego,analytical chemist,2,105083.3281,"The Good Face Project, Inc.",columbia university in the city of new york,Chemical Engineering,Master
13685039,500,0.355308324,0.644691706,0.882000029,0,0.004,0.064000003,0.050000001,0,Bachelor,Design,16.24,aruliden,Northern America,United States,New York,New York City,production artist,2,92812.07031,Material Holdings LLC,pratt institute,Communication Design,Bachelor
13752769,500,0.003759492,0.996240497,0.778999984,0.122000001,0.035,0.018999999,0.005,0.039999999,MBA,Advertising Services,22,siriusxm,Northern America,United States,New York,New York City,interaction designer,5,276711.6563,"SiriusXM Holdings, Inc.",berlin school of creative leadership steinbeis university,Business,MBA
13802495,500,0,1,0.953000009,0,0.046999998,0,0,0,Master,Design,2.08,footwear xcelerated,Northern America,United States,New York,New York City,coo,6,318004.4063,FXPO 2026,university of architecture civil engineering and geodesy,Computational and Advanced Design (DesignMorphine Program),Master
14013836,205,0.647450388,0.352549642,0.204999998,0.25,0.492000014,0.011,0.011,0.030999999,Doctor,Hospital & Health Care,9.42,memorial sloan kettering cancer center,Northern America,United States,New York,Manhattan,writer,2,94788.66406,Memorial Sloan Kettering Cancer Center,yonsei university 연세대학교,Radiation Convergence Engineering,Doctor
14157909,500,0.004866849,0.995133162,0.916999996,0.061000001,0.001,0.002,0.002,0.017000001,Bachelor,Financial Services,22,better business bureau,Northern America,United States,New Jersey,empty,broker,3,298632.375,Better Business Bureau,nyu stern school of business,Banking and Financial Support Services,empty
14321240,165,0.004548723,0.995451272,0.48300001,0.015,0.013,0.477999985,0.003,0.008,Doctor,Law Practice,2.25,city of new york administration for children s services,Northern America,United States,New York,New York City,attorney,3,188902.4844,City of New York (New York),cardozo school of law,Concentrations in Litigation and Constitutional Law & Rights,Doctor
14417645,500,0.997190535,0.002809465,0.981000006,0.01,0.001,0.008,0,0,Bachelor,Entertainment,13.83,hat trick productions,Northern America,United States,New York,New York City,video editor,3,71905.28906,Hat Trick Holdings Ltd.,hofstra university,Video/Television/Film,Bachelor
14687357,500,0.996190012,0.003809988,0.034000002,0.001,0.856000006,0.044,0,0.064999998,Doctor,Law Practice,24.23,linklaters,Northern America,United States,New York,New York City,spring,2,205205.4531,Linklaters LLP,georgetown university law center,Law,Doctor
14998639,165,0.996313989,0.003686011,0.648999989,0.225999996,0.012,0.112999998,0,0,Bachelor,,,new york university,Northern Europe,United Kingdom,England,London,unemployed,5,158486.875,New York University,new york university in london,Bachelor's degree,Bachelor
15245670,500,0.001938467,0.998061538,0.859000027,0.112999998,0.002,0.006,0.005,0.015,empty,Pharmaceutical Manufacturing,23.33,novartis,Northern America,United States,New York,New York City,pharmaceutical sales,4,144235.6563,Novartis AG,purchase college suny,,empty
15252657,500,0.997914076,0.002085924,0.944000006,0.005,0.018999999,0.008,0,0.024,Bachelor,Financial Services,4,bloomberg,Northern America,United States,New York,New York City,strategist,5,256088.8594,"Bloomberg, Inc.",northeastern university,Accounting and Finance,Bachelor
15418068,500,0.997294188,0.002705812,0.82099998,0.090999998,0.004,0.048999999,0.002,0.033,empty,,,,,,,,,,,,central islip high school,,empty
15969816,500,0.974633157,0.025366843,0.079000004,0.011,0.887000024,0.001,0.021,0.001,MBA,Higher Education,11.43,juggl,Northern America,United States,New York,New York City,creative,6,468613.7188,Juggl,cornell tech,Business & Technology,MBA
16181088,500,0.9922328,0.0077672,0.224000007,0.016000001,0.013,0.734000027,0.001,0.012,Master,Marketing & Advertising,7.08,j p morgan,Northern America,United States,New York,empty,promotions,2,58425.28516,JPMorgan Chase & Co.,hofstra university,Marketing,Master
16491263,500,0.943463743,0.056536257,0.769999981,0.185000002,0,0.012,0.033,0,Bachelor,Financial Services,4.58,goldman sachs,Northern America,United States,New York,empty,investor relations,2,187309.3438,"The Goldman Sachs Group, Inc.",texas mccombs school of business,FinanceGeneral,Bachelor
16505380,500,0.997421801,0.002578199,0.973999977,0.025,0.001,0,0,0,Bachelor,Non-profit Organizations,4.42,bob woodruff foundation,Northern America,United States,New York,New York City,writer,5,326052,Bob Woodruff Foundation,drexel university,Journalism and Communications,Bachelor
16540500,500,0.994840741,0.005159259,0.004,0.986000001,0,0.009,0.001,0,empty,,,grubhub,Northern America,United States,New York,New York City,driver,1,54782.62891,"Wonder Group, Inc.",,,
16927469,500,1,0,0.949000001,0,0.001,0.005,0,0.045000002,Master,Writing & Editing,27.92,new york university,Northern America,United States,New York,New York City,journalist,4,181625.375,New York University,new york university,"Latin American & Caribbean Studies, Law",Master
16996936,500,0.996910214,0.003089786,0.07,0.282000005,0.006,0.591000021,0.013,0.037999999,Bachelor,Accounting,15.1,arab american family support center,Northern America,United States,New York,New York City,tax preparer,4,110580.8672,"THE ARAB-AMERICAN FAMILY SUPPORT CENTER, INC.",georgia state university j mack robinson college of business,Accounting and Finance,Bachelor
17189168,409,1,0,0.090999998,0.015,0.828999996,0.023,0.002,0.039999999,Master,Hospital & Health Care,2.5,day dermatology aesthetics,Northern America,United States,New York,New York City,medical,1,52348.75391,,new york medical college,Medical Sciences,Master
