user_id,numconnections,f_prob,m_prob,white_prob,black_prob,api_prob,hispanic_prob,native_prob,multiple_prob,highest_degree,currentindustry,total_experience_years,company_cleaned,region,country,state,city,mapped_role,seniority,total_compensation,ultimate_parent_company_name,campus_cleaned,field_raw,degree
6615847,494,0.004078123253,0.9959218502,0.9629999995,0.01600000076,0.001000000047,0.01899999939,0.0,0.001000000047,Bachelor,Higher Education,10.25,new york film academy,Northern America,United States,New York,New York City,journalist,2.0,94219.6171875,New York Film Academy,ramapo college of new jersey,Business Administration - Marketing,Bachelor
6718863,500,0.8145808578,0.1854191422,0.9520000219,0.04500000179,0.001000000047,0.002000000095,0.0,0.0,Bachelor,Computer Software,17.0,fresco,Northern Europe,Ireland,Leinster,Dublin,editor,5.0,230531.53125,Adaptics Ltd.,the culinary institute of america,Culinary Arts,empty
6796387,500,0.006740506738,0.9932594895,0.9150000215,0.01899999939,0.003000000026,0.05900000036,0.001000000047,0.003000000026,Bachelor,Construction,11.16,suffolk construction,Northern America,United States,New York,New York City,project engineer,5.0,299812.0625,"Suffolk Construction Co., Inc.",new jersey institute of technology,Architecture,Bachelor
6916310,254,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bachelor,Design Services,13.42,apple,Northern America,United States,New York,New York City,brand ambassador,2.0,176391.25,"Apple, Inc.",pratt institute,"Design and Visual Communications, General",Bachelor
6934523,283,0.9964389801,0.003561019897,0.04699999839,0.002000000095,0.0,0.9499999881,0.0,0.001000000047,Associate,Retail Apparel and Fashion,5.5,delta air lines,Northern America,United States,New York,New York City,stylist,1.0,56687.03125,"Delta Air Lines, Inc.",fashion institute of technology,Fashion/Apparel Design,Associate
7072539,500,0.003320505377,0.9966794848,0.9940000176,0.001000000047,0.001000000047,0.001000000047,0.0,0.003000000026,Bachelor,Financial Services,29.0,credit suisse,Northern America,United States,New York,New York City,investment,5.0,336772.21875,UBS Group AG,nyu stern school of business,Accounting and Finance,empty
7159583,500,0.0,1.0,0.9049999714,0.0,0.09499999881,0.0,0.0,0.0,Doctor,Consumer Electronics,21.0,brookhaven national laboratory,Northern America,United States,New York,New York City,laboratory technician,1.0,74552.9296875,Government of the United States of America,university of cambridge,Electrical Engineering - Semiconductor Devices and Nanofabrication,Doctor
7268543,500,1.0,0.0,0.5649999976,0.09300000221,0.1860000044,0.09899999946,0.00400000019,0.05299999937,Bachelor,,,,,,,,,,,,new york university,Drama and Dramatics/Theatre ArtsGeneral,Bachelor
7305646,500,0.01556375995,0.984436214,0.8939999938,0.0549999997,0.01400000043,0.0,0.0,0.03700000048,Doctor,Legal Services,31.5,practising law institute pli,Northern America,United States,New York,New York City,attorney,5.0,118623.140625,Practising Law Institute,touro university jacob d fuchsberg law center,Law,Doctor
7391052,500,0.7425158024,0.2574841976,0.8899999857,0.0700000003,0.03299999982,0.007000000216,0.0,0.0,Master,Primary/Secondary Education,18.15,nyc health hospitals,Northern America,United States,New York,New York City,ambassador,5.0,86394.109375,City of New York (New York),emory university,Global Health - Sexual and Reproductive Health,Master
7931266,500,0.004503113218,0.9954968691,0.7609999776,0.02400000021,0.04399999976,0.1659999937,0.004999999888,0.0,Bachelor,Financial Services,7.83,acre,Northern America,United States,New York,New York City,investment,6.0,513800.3125,Acre /GA/,tulane university a b freeman school of business,Finance,Bachelor
7982591,500,0.003366997465,0.9966329932,0.9869999886,0.0,0.00400000019,0.002000000095,0.0,0.007000000216,MBA,Advertising Services,73.25,newyork presbyterian hospital,Northern America,United States,New York,New York City,directors,6.0,481552.5,"The NewYork-Presbyterian Healthcare System, Inc.",stanford university graduate school of business,,MBA
8050051,333,0.9978873134,0.002112686634,0.2870000005,0.47299999,0.1400000006,0.04600000009,0.004999999888,0.04899999872,Bachelor,Information Technology & Services,5.75,ibm,Northern America,United States,New York,New York City,business architect,6.0,224506.515625,International Business Machines Corp.,penn state university,Information Technology,Bachelor
8619754,394,1.0,0.0,0.2549999952,0.4469999969,0.03700000048,0.2610000074,0.0,0.0,Bachelor,Writing & Editing,37.51,mighty scribes,empty,empty,empty,empty,content,1.0,33755.2890625,Mighty Scribes,gettysburg college,"English Language and Literature, General",Bachelor
8902758,500,0.005122036207,0.9948779345,0.9840000272,0.01099999994,0.003000000026,0.001000000047,0.001000000047,0.0,Master,Advertising Services,28.16,evolved media,Northern America,United States,New York,New York City,writer,6.0,285884.25,Evolved Media LLC,columbia university graduate school of journalism,Journalism,Master
8905099,342,0.04536200687,0.9546380043,0.92900002,0.001000000047,0.002000000095,0.0549999997,0.0,0.01300000027,Master,Financial Services,2.41,tvt capital llc,Northern America,United States,New York,New York City,loan,3.0,56469.95703125,"Tvt Capital, LLC",sacred heart university,Business Analytics,Master
9162014,500,0.9986046553,0.001395344734,0.9570000172,0.01899999939,0.002000000095,0.01899999939,0.001000000047,0.002000000095,Bachelor,Higher Education,14.4,yale chemistry department,Northern America,United States,Connecticut,New Haven,teaching,1.0,66369.9765625,Yale Chemistry Department,yale university,History of Science and Medicine,Bachelor
9168084,500,0.0,1.0,0.002000000095,0.001000000047,0.9959999919,0.0,0.001000000047,0.0,Master,IT Services and IT Consulting,43.74,dumroo ai ai ecosystem for education,Northern America,United States,New Jersey,empty,investment,7.0,1077811.875,Dumroo.ai | AI Ecosystem for Education,rochester institute of technology,Computer Science,Master
9694201,500,0.7586053014,0.2413946986,0.1280000061,0.004999999888,0.8299999833,0.001000000047,0.00400000019,0.03200000152,Master,Accounting,12.83,bessemer trust,Northern America,United States,empty,empty,tax accountant,6.0,485753.15625,"The Bessemer Group, Inc.",baruch college,Taxation,Master
9766297,500,0.8283492327,0.1716507673,0.2849999964,0.004999999888,0.02300000004,0.6549999714,0.006000000052,0.02600000054,Bachelor,Hospital & Health Care,3.84,bayada home health care,Northern America,United States,New Jersey,Shrewsbury,clinical,2.0,82069.0078125,"BAYADA Home Health Care, Inc.",seton hall university,Minor in Catholic Studies,Bachelor
9789246,471,0.0,1.0,0.7900000215,0.1089999974,0.01899999939,0.07699999958,0.001000000047,0.00400000019,Doctor,Research Services,3.66,columbia university in the city of new york,Northern America,United States,New York,New York City,research,3.0,96470.03125,The Trustees of Columbia University in The City of New York,harvard university,"Psychology: Cognition, Brain, and Behavior",Doctor
10038924,213,0.9871577621,0.01284223795,0.1420000046,0.00400000019,0.7480000257,0.002000000095,0.0,0.1040000021,Doctor,Medical Practice,7.43,the dimock center,Northern America,United States,New York,New York City,resident,2.0,113930.4609375,The Dimock Center,state university of new york college of optometry,,Doctor
10053200,500,0.003366997465,0.9966329932,0.9840000272,0.00400000019,0.002000000095,0.003000000026,0.001000000047,0.006000000052,Master,Higher Education,8.4,council on foreign relations,Northern America,United States,New York,New York City,teaching,1.0,69146.09375,"Council on Foreign Relations, Inc.",the london school of economics and political science lse,International History,Master
10064071,500,1.0,0.0,0.4629999995,0.3449999988,0.1080000028,0.02300000004,0.03200000152,0.02899999917,Bachelor,Higher Education,3.42,stuorg smith college investment club,Northern America,United States,Massachusetts,Northampton,directors,2.0,121240.515625,,smith college,Liberal Arts and Sciences/Liberal Studies,Bachelor
10159953,500,0.9978886247,0.002111375332,0.9940000176,0.001000000047,0.0,0.002000000095,0.003000000026,0.0,Master,Hospitals and Health Care,12.75,rwjbarnabas health medical group,Northern America,United States,New Jersey,Somerset,project coordinator,2.0,137654.1875,RWJBarnabas Health Medical Group,seton hall university,Health/Health Care Administration/Management,Master
10174272,500,0.004239751026,0.995760262,0.7350000143,0.1630000025,0.02899999917,0.02300000004,0.002000000095,0.04800000042,Doctor,Strategic Management Services,28.74,world monuments fund,Northern America,United States,New York,New York City,lecturer,5.0,114294.28125,"World Monuments Fund, Inc.",university of california los angeles,Urban Planning,Doctor
10345282,205,0.004810073879,0.9951899052,0.06300000101,0.001000000047,0.0,0.9359999895,0.0,0.0,Bachelor,Insurance,17.75,nippon life benefits,Northern America,United States,New York,New York City,actuary,3.0,239365.359375,Nippon Life Insurance Co.,cornell university,Mathematics,Bachelor
10358967,500,0.005122036207,0.9948779345,0.9900000095,0.001000000047,0.00400000019,0.003000000026,0.002000000095,0.0,Master,Computer Software,15.08,the new york times,Northern America,United States,New York,New York City,data analytics,5.0,225187.765625,The New York Times Co.,university of derby,Audio Engineering,Master
11363769,500,0.9972941875,0.002705812454,0.9959999919,0.001000000047,0.001000000047,0.0,0.0,0.002000000095,Associate,E-learning,22.0,be fluent now,Northern America,United States,empty,empty,teacher,2.0,101889.6484375,,efficient language coaching global sl,Language Coaching,empty
11627812,198,0.0048668487,0.9951331615,0.9649999738,0.00800000038,0.002000000095,0.006000000052,0.002000000095,0.01700000092,empty,,,,,,,,,,,,,,
11681874,500,0.9971182346,0.002881765366,0.8539999723,0.01899999939,0.09899999946,0.007000000216,0.0,0.02099999972,Bachelor,,5.33,philip morris international,Northern America,United States,empty,empty,human resources officer,4.0,138468.34375,"Philip Morris International, Inc.",new york university,,Bachelor
11712615,414,0.003089986043,0.9969100356,0.9610000253,0.003000000026,0.02199999988,0.007000000216,0.0,0.007000000216,MBA,Investment Banking,13.33,goldman sachs,Northern America,United States,New York,New York City,investment analyst,5.0,914154.5,"The Goldman Sachs Group, Inc.",new york university leonard n stern school of business,"Finance, General",MBA
11769755,300,0.0,1.0,0.02300000004,0.2450000048,0.4189999998,0.1049999967,0.02800000086,0.1800000072,Doctor,International Affairs,51.16,investigazioni criminali italia,Southern Europe,Italy,Lombardy,Milan,consulting,4.0,101985.078125,,the hebrew university of jerusalem,Philosophy,Master
11774989,500,0.02722432464,0.9727756977,0.9909999967,0.001000000047,0.0,0.004999999888,0.001000000047,0.002000000095,Bachelor,Computer Software,3.25,the dinner table,Northern America,United States,New York,New York City,artist,6.0,361016.84375,The Dinner Table Club,george mason university,Information Systems and Operations Management,Bachelor
11907578,500,0.6895604134,0.3104395866,0.0,0.0,1.0,0.0,0.0,0.0,MBA,Venture Capital & Private Equity,6.09,ibeehub incubator,empty,empty,empty,empty,financial services,1.0,42130.328125,"iBeeHub, Inc.",goldey beacom college,Master's degree,Master
12048674,500,0.001873845351,0.9981261492,0.1879999936,0.00400000019,0.1159999967,0.6830000281,0.001000000047,0.00800000038,Bachelor,Information Technology & Services,3.58,ibm,Northern America,United States,New York,New York City,marketing representative,5.0,135627.53125,International Business Machines Corp.,the university of texas at san antonio,Marketing,Bachelor
12274779,481,0.0,1.0,0.009999999776,0.01999999955,0.1000000015,0.8619999886,0.001000000047,0.007000000216,empty,,10.0,georgetown chimes alumni association inc,Northern America,United States,New York,New York City,directors,5.0,472513.90625,,general assembly,Programming Fundamentals,empty
12418606,500,0.02722432464,0.9727756977,0.9829999804,0.0,0.0,0.006000000052,0.001000000047,0.009999999776,Bachelor,Marketing & Advertising,6.33,playfly sports,Northern America,United States,New York,Manhattan,marketing representative,1.0,73599.390625,"Play Versus, Inc.",university of connecticut,Bachelor's degree,Bachelor
12620956,437,1.0,0.0,0.7919999957,0.06899999827,0.07299999893,0.0120000001,0.003000000026,0.05099999905,Bachelor,Motion Pictures & Film,10.65,freelance,Northern America,United States,New York,New York City,model,3.0,75432.7421875,Independent,montclair state university,Theatre/TheaterMinors: Film and Studio Art & Design,Bachelor
13470911,207,0.9797136188,0.02028638124,0.7120000124,0.1089999974,0.06199999899,0.05999999866,0.0,0.05700000003,Master,Cosmetics,4.26,good face project,Northern America,United States,California,San Diego,analytical chemist,2.0,105083.328125,"The Good Face Project, Inc.",columbia university in the city of new york,Chemical Engineering,Master
13685039,500,0.3553083241,0.6446917057,0.8820000291,0.0,0.00400000019,0.06400000304,0.05000000075,0.0,Bachelor,Design,16.24,aruliden,Northern America,United States,New York,New York City,production artist,2.0,92812.0703125,Material Holdings LLC,pratt institute,Communication Design,Bachelor
13752769,500,0.003759492189,0.9962404966,0.7789999843,0.1220000014,0.03500000015,0.01899999939,0.004999999888,0.03999999911,MBA,Advertising Services,22.0,siriusxm,Northern America,United States,New York,New York City,interaction designer,5.0,276711.65625,"SiriusXM Holdings, Inc.",berlin school of creative leadership steinbeis university,Business,MBA
13802495,500,0.0,1.0,0.9530000091,0.0,0.04699999839,0.0,0.0,0.0,Master,Design,2.08,footwear xcelerated,Northern America,United States,New York,New York City,coo,6.0,318004.40625,FXPO 2026,university of architecture civil engineering and geodesy,Computational and Advanced Design (DesignMorphine Program),Master
14013836,205,0.6474503875,0.3525496423,0.2049999982,0.25,0.4920000136,0.01099999994,0.01099999994,0.03099999949,Doctor,Hospital & Health Care,9.42,memorial sloan kettering cancer center,Northern America,United States,New York,Manhattan,writer,2.0,94788.6640625,Memorial Sloan Kettering Cancer Center,yonsei university 연세대학교,Radiation Convergence Engineering,Doctor
14157909,500,0.0048668487,0.9951331615,0.9169999957,0.06100000069,0.001000000047,0.002000000095,0.002000000095,0.01700000092,Bachelor,Financial Services,22.0,better business bureau,Northern America,United States,New Jersey,empty,broker,3.0,298632.375,Better Business Bureau,nyu stern school of business,Banking and Financial Support Services,empty
14321240,165,0.004548722878,0.9954512715,0.4830000103,0.01499999966,0.01300000027,0.4779999852,0.003000000026,0.00800000038,Doctor,Law Practice,2.25,city of new york administration for children s services,Northern America,United States,New York,New York City,attorney,3.0,188902.484375,City of New York (New York),cardozo school of law,Concentrations in Litigation and Constitutional Law & Rights,Doctor
14417645,500,0.9971905351,0.002809464931,0.9810000062,0.009999999776,0.001000000047,0.00800000038,0.0,0.0,Bachelor,Entertainment,13.83,hat trick productions,Northern America,United States,New York,New York City,video editor,3.0,71905.2890625,Hat Trick Holdings Ltd.,hofstra university,Video/Television/Film,Bachelor
14687357,500,0.9961900115,0.003809988499,0.03400000185,0.001000000047,0.8560000062,0.04399999976,0.0,0.06499999762,Doctor,Law Practice,24.23,linklaters,Northern America,United States,New York,New York City,spring,2.0,205205.453125,Linklaters LLP,georgetown university law center,Law,Doctor
14998639,165,0.9963139892,0.003686010838,0.648999989,0.2259999961,0.0120000001,0.112999998,0.0,0.0,Bachelor,,,new york university,Northern Europe,United Kingdom,England,London,unemployed,5.0,158486.875,New York University,new york university in london,Bachelor's degree,Bachelor
15245670,500,0.001938467496,0.9980615377,0.8590000272,0.112999998,0.002000000095,0.006000000052,0.004999999888,0.01499999966,empty,Pharmaceutical Manufacturing,23.33,novartis,Northern America,United States,New York,New York City,pharmaceutical sales,4.0,144235.65625,Novartis AG,purchase college suny,,empty
15252657,500,0.9979140759,0.002085924149,0.9440000057,0.004999999888,0.01899999939,0.00800000038,0.0,0.02400000021,Bachelor,Financial Services,4.0,bloomberg,Northern America,United States,New York,New York City,strategist,5.0,256088.859375,"Bloomberg, Inc.",northeastern university,Accounting and Finance,Bachelor
15418068,500,0.9972941875,0.002705812454,0.82099998,0.09099999815,0.00400000019,0.04899999872,0.002000000095,0.03299999982,empty,,,,,,,,,,,,central islip high school,,empty
15969816,500,0.9746331573,0.02536684275,0.07900000364,0.01099999994,0.8870000243,0.001000000047,0.02099999972,0.001000000047,MBA,Higher Education,11.43,juggl,Northern America,United States,New York,New York City,creative,6.0,468613.71875,Juggl,cornell tech,Business & Technology,MBA
16181088,500,0.9922327995,0.00776720047,0.2240000069,0.01600000076,0.01300000027,0.7340000272,0.001000000047,0.0120000001,Master,Marketing & Advertising,7.08,j p morgan,Northern America,United States,New York,empty,promotions,2.0,58425.28515625,JPMorgan Chase & Co.,hofstra university,Marketing,Master
16491263,500,0.9434637427,0.05653625727,0.7699999809,0.1850000024,0.0,0.0120000001,0.03299999982,0.0,Bachelor,Financial Services,4.58,goldman sachs,Northern America,United States,New York,empty,investor relations,2.0,187309.34375,"The Goldman Sachs Group, Inc.",texas mccombs school of business,FinanceGeneral,Bachelor
16505380,500,0.9974218011,0.00257819891,0.9739999771,0.02500000037,0.001000000047,0.0,0.0,0.0,Bachelor,Non-profit Organizations,4.42,bob woodruff foundation,Northern America,United States,New York,New York City,writer,5.0,326052.0,Bob Woodruff Foundation,drexel university,Journalism and Communications,Bachelor
16540500,500,0.9948407412,0.005159258842,0.00400000019,0.9860000014,0.0,0.008999999613,0.001000000047,0.0,empty,,,grubhub,Northern America,United States,New York,New York City,driver,1.0,54782.62890625,"Wonder Group, Inc.",,,
